Date_No,date, Linc,  L2025,  L2030,  L2035,  L2040,  L2045,  L2050,  L2055,  L2060,  L2065,  G,  F,  C,  S,  I
4170,7/13/2020,21.2263,10.0723,34.2353,10.0937,37.4937,10.1074,21.7911,10.1317,10.1317,10.1318,16.4512,21.0316,46.6089,53.0366,29.7075
4169,7/10/2020,21.2562,10.1058,34.3736,10.1387,37.6769,10.1607,21.9144,10.2014,10.2014,10.2015,16.4502,21.0288,47.0497,54.1006,29.6343
4168,7/9/2020,21.2175,10.0632,34.1992,10.0822,37.4481,10.0946,21.7622,10.1144,10.1145,10.1146,16.4499,21.0549,46.5615,53.3815,29.5161
4167,7/8/2020,21.2424,10.0924,34.3196,10.1213,37.6071,10.1407,21.8687,10.1771,10.1772,10.1773,16.4496,20.996,46.8131,53.9192,29.6863
4166,7/7/2020,21.2148,10.0628,34.1982,10.0819,37.4478,10.0946,21.7627,10.1173,10.1174,10.1175,16.4493,20.9946,46.4489,53.3353,29.6545
4165,7/6/2020,21.2689,10.1224,34.4434,10.161,37.769,10.1871,21.9759,10.2392,10.2392,10.2393,16.449,20.9555,46.9567,54.0427,30.0523
4164,7/2/2020,21.191,10.0404,34.1084,10.0531,37.3328,10.0617,21.688,10.078,10.078,10.0781,16.4477,20.9449,46.2229,53.2754,29.5401
4163,7/1/2020,21.1521,10,33.9437,10,37.1183,10,21.5465,10,10,10,16.4474,20.9129,46.0029,53.0218,29.1428
4162,6/30/2020,21.1365, ,33.8766, ,37.0319, ,21.4901, , , ,16.447,20.9168,45.7718,52.9859,29.0909
4161,6/29/2020,21.0927, ,33.6846, ,36.7819, ,21.3251, , , ,16.4467,20.9174,45.0742,52.1346,29.1575
4160,6/26/2020,21.0399, ,33.453, ,36.4792, ,21.1243, , , ,16.4457,20.9177,44.4163,51.0974,29.0574
4159,6/25/2020,21.121, ,33.8173, ,36.954, ,21.438, , , ,16.4454,20.8769,45.5172,52.2901,29.2696
4158,6/24/2020,21.0723, ,33.6015, ,36.6712, ,21.25, , , ,16.4451,20.8695,45.0232,51.4606,29.0298
4157,6/23/2020,21.2015, ,34.1789, ,37.4265, ,21.7509, , , ,16.4448,20.862,46.2165,53.1796,29.9137
4156,6/22/2020,21.1624, ,34.0053, ,37.2004, ,21.6017, , , ,16.4445,20.874,46.0189,53.0551,29.4075
4155,6/19/2020,21.1354, ,33.889, ,37.0491, ,21.5018, , , ,16.4435,20.8742,45.7171,52.7196,29.2879
4154,6/18/2020,21.1562, ,33.9827, ,37.1713, ,21.5824, , , ,16.4432,20.8718,45.9718,52.9328,29.3908
4153,6/17/2020,21.1605, ,34.0068, ,37.2029, ,21.6035, , , ,16.4429,20.8416,45.9447,52.8271,29.5535
4152,6/16/2020,21.1666, ,34.0373, ,37.244, ,21.6317, , , ,16.4426,20.8358,46.1115,53.3428,29.4106
4151,6/15/2020,21.0834, ,33.6719, ,36.7683, ,21.3177, , , ,16.4423,20.8369,45.2527,52.322,28.9501
4150,6/12/2020,21.0436, ,33.4985, ,36.5408, ,21.1659, , , ,16.4413,20.8332,44.8769,51.2514,28.8452
4149,6/11/2020,20.9895, ,33.2506, ,36.215, ,20.9486, , , ,16.441,20.8675,44.287,50.2699,28.5702
4148,6/10/2020,21.2531, ,34.4425, ,37.7784, ,21.9877, , , ,16.4407,20.829,47.054,53.8901,30.1676
4147,6/9/2020,21.274, ,34.5504, ,37.9228, ,22.0861, , , ,16.4403,20.7657,47.3065,54.7837,30.2166
4146,6/8/2020,21.3126, ,34.7342, ,38.1665, ,22.2501, , , ,16.44,20.7235,47.6757,55.8492,30.42
4145,6/5/2020,21.2498, ,34.4615, ,37.8091, ,22.0123, , , ,16.439,20.6864,47.1062,54.6393,30.1182
4144,6/4/2020,21.1475, ,34.0059, ,37.2137, ,21.6178, , , ,16.4387,20.6966,45.9027,53.1559,29.6879
4143,6/3/2020,21.1525, ,34.0228, ,37.2353, ,21.6318, , , ,16.4384,20.7378,46.0475,53.3082,29.5706
4142,6/2/2020,21.0714, ,33.6584, ,36.7589, ,21.3155, , , ,16.4381,20.7787,45.4223,52.12,28.9159
4141,6/1/2020,21.0309, ,33.4821, ,36.5296, ,21.1643, , , ,16.4378,20.7748,45.0511,51.6543,28.6521
4140,5/29/2020,20.9842, ,33.2744, ,36.2576, ,20.9832, , , ,16.4375,20.7857,44.8807,50.948,28.1233
4139,5/28/2020,20.9824, ,33.2798, ,36.2659, ,20.9897, , , ,16.4365,20.7208,44.6602,50.7775,28.414
4138,5/27/2020,20.9698, ,33.2261, ,36.1983, ,20.947, , , ,16.4362,20.7399,44.7484,51.4658,27.9567
4137,5/26/2020,20.9065, ,32.9549, ,35.8461, ,20.7146, , , ,16.4359,20.7198,44.0941,50.3566,27.7338
4136,5/22/2020,20.8058, ,32.5185, ,35.2792, ,20.3405, , , ,16.4345,20.7405,43.557,49.1967,26.7525
4135,5/21/2020,20.8088, ,32.5332, ,35.2979, ,20.3523, , , ,16.4342,20.727,43.4462,48.8892,26.9875
4134,5/20/2020,20.8427, ,32.6794, ,35.4856, ,20.4743, , , ,16.4339,20.7182,43.7853,48.871,27.266
4133,5/19/2020,20.7561, ,32.3148, ,35.013, ,20.1634, , , ,16.4336,20.6503,43.06,47.7381,26.7668
4132,5/18/2020,20.8019, ,32.5183, ,35.2762, ,20.3362, , , ,16.4333,20.6017,43.5116,48.3032,27.0443
4131,5/15/2020,20.6362, ,31.803, ,34.3509, ,19.7279, , , ,16.4323,20.6653,42.1745,46.0238,25.9658
4130,5/14/2020,20.6219, ,31.7418, ,34.271, ,19.6746, , , ,16.432,20.6641,42.008,45.5211,25.9984
4129,5/13/2020,20.6116, ,31.7051, ,34.2246, ,19.6449, , , ,16.4317,20.6235,41.5206,45.0899,26.4163
4128,5/12/2020,20.6759, ,31.9917, ,34.5984, ,19.8928, , , ,16.4314,20.5864,42.2538,46.5888,26.5615
4127,5/11/2020,20.7482, ,32.3142, ,35.018, ,20.1701, , , ,16.4311,20.5333,43.1347,48.0311,26.7346
4126,5/8/2020,20.7575, ,32.3482, ,35.0622, ,20.1992, , , ,16.4301,20.5989,43.1279,48.1624,26.8187
4125,5/7/2020,20.681, ,32.0121, ,34.6261, ,19.9115, , , ,16.4298,20.6597,42.4045,46.7491,26.4617
4124,5/6/2020,20.6121, ,31.7282, ,34.2592, ,19.6706, , , ,16.4294,20.582,41.905,45.8097,26.0521
4123,5/5/2020,20.6493, ,31.8777, ,34.4507, ,19.7949, , , ,16.4291,20.6415,42.1973,45.9597,26.3127
4122,5/4/2020,20.6032, ,31.6802, ,34.1958, ,19.6278, , , ,16.4288,20.6573,41.8178,45.4603,25.9939
4121,5/1/2020,20.6081, ,31.7023, ,34.2243, ,19.6462, , , ,16.4278,20.6686,41.6421,45.1706,26.3071
4120,4/30/2020,20.7296, ,32.2267, ,34.9045, ,20.094, , , ,16.4275,20.6908,42.8395,46.8323,26.9126
4119,4/29/2020,20.7858, ,32.4731, ,35.2262, ,20.3079, , , ,16.4271,20.6888,43.2386,48.1826,27.2076
4118,4/28/2020,20.6644, ,31.9521, ,34.551, ,19.8631, , , ,16.4267,20.688,42.1182,46.1764,26.6435
4117,4/27/2020,20.6522, ,31.9059, ,34.4903, ,19.8222, , , ,16.4264,20.6374,42.3374,45.9351,26.3451
4116,4/24/2020,20.5719, ,31.5565, ,34.0366, ,19.5223, , , ,16.4252,20.6993,41.7234,44.2616,25.9169
4115,4/23/2020,20.5242, ,31.3572, ,33.7805, ,19.3551, , , ,16.4248,20.6907,41.1472,43.5907,25.828
4114,4/22/2020,20.5131, ,31.3136, ,33.7235, ,19.317, , , ,16.4245,20.6659,41.1678,43.2663,25.7287
4113,4/21/2020,20.4394, ,31.0006, ,33.3213, ,19.0547, , , ,16.4241,20.6863,40.2455,42.4661,25.524
4112,4/20/2020,20.5539, ,31.494, ,33.9578, ,19.4715, , , ,16.4237,20.6534,41.5151,43.787,26.016
4111,4/17/2020,20.6203, ,31.7782, ,34.3225, ,19.7088, , , ,16.4226,20.6428,42.2742,44.3459,26.3088
4110,4/16/2020,20.4979, ,31.2537, ,33.6461, ,19.2653, , , ,16.4222,20.6931,41.1674,42.6396,25.6614
4109,4/15/2020,20.4898, ,31.2272, ,33.6137, ,19.2455, , , ,16.4218,20.6572,40.9303,42.6975,25.7757
4108,4/14/2020,20.596, ,31.6916, ,34.2132, ,19.6389, , , ,16.4215,20.5588,41.8514,44.1251,26.4485
4107,4/13/2020,20.4741, ,31.1816, ,33.5586, ,19.2125, , , ,16.4211,20.5368,40.6067,43.0451,25.8529
4106,4/9/2020,20.5208, ,31.3901, ,33.8291, ,19.391, , , ,16.4195,20.5031,41.0178,43.9759,26.0823
4105,4/8/2020,20.4284, ,31.0188, ,33.3512, ,19.0778, , , ,16.4192,20.3798,40.4256,42.3948,25.6259
4104,4/7/2020,20.3182, ,30.5626, ,32.766, ,18.696, , , ,16.4188,20.3614,39.0844,40.5207,25.5711
4103,4/6/2020,20.2968, ,30.4756, ,32.6543, ,18.6228, , , ,16.4184,20.3553,39.1463,40.268,25.2419
4102,4/3/2020,20.0249, ,29.3628, ,31.2367, ,17.7041, , , ,16.4173,20.3869,36.5774,37.2543,24.1056
4101,4/2/2020,20.106, ,29.6979, ,31.6646, ,17.9824, , , ,16.4169,20.3671,37.1334,38.2998,24.6188
4100,4/1/2020,20.0284, ,29.3841, ,31.2666, ,17.7262, , , ,16.4165,20.3534,36.295,37.9828,24.2674
4099,3/31/2020,20.2206, ,30.1989, ,32.3116, ,18.4078, , , ,16.416,20.3288,37.9739,40.4378,25.2887
4098,3/30/2020,20.2631, ,30.3731, ,32.5328, ,18.5503, , , ,16.4155,20.3493,38.5882,40.8702,25.2668
4097,3/27/2020,20.1562, ,29.9477, ,31.9924, ,18.202, , , ,16.4138,20.236,37.3302,40.0671,25.0302
4096,3/26/2020,20.2845, ,30.4899, ,32.6828, ,18.6492, , , ,16.4133,20.1456,38.6309,41.4565,25.5835
4095,3/25/2020,20.0377, ,29.499, ,31.4277, ,17.8404, , , ,16.4127,20.0465,36.3637,39.1186,24.5491
4094,3/24/2020,19.9333, ,29.0939, ,30.9171, ,17.512, , , ,16.4122,19.9764,35.9488,38.0886,23.7091
4093,3/23/2020,19.5673, ,27.6451, ,29.0928, ,16.3417, , , ,16.4116,19.9125,32.8598,34.625,22.0873
4092,3/20/2020,19.642, ,27.977, ,29.5131, ,16.6126, , , ,16.41,19.7081,33.8515,35.3017,22.3312
4091,3/19/2020,19.7566, ,28.4531, ,30.1136, ,16.9981, , , ,16.4094,19.5848,35.3794,36.5398,22.4389
4090,3/18/2020,19.7055, ,28.2267, ,29.8175, ,16.7999, , , ,16.4089,19.6429,35.2184,34.5492,22.1994
4089,3/17/2020,19.9855, ,29.312, ,31.193, ,17.6879, , , ,16.4083,20.0634,37.1328,38.306,23.4048
4088,3/16/2020,19.8111, ,28.5335, ,30.1937, ,17.0362, , , ,16.4078,20.3621,35.0453,36.5634,22.5738
4087,3/13/2020,20.3258, ,30.6852, ,32.9342, ,18.8124, , , ,16.4061,20.186,39.8121,42.7135,24.9151
4086,3/12/2020,20.0226, ,29.3795, ,31.2577, ,17.7196, , , ,16.4056,20.3097,36.4219,39.8265,23.5531
4085,3/11/2020,20.463, ,31.2795, ,33.7173, ,19.3353, , , ,16.4051,20.4791,40.2436,44.5478,26.4924
4084,3/10/2020,20.6947, ,32.2632, ,34.9866, ,20.167, , , ,16.4045,20.6019,42.3071,47.4976,27.7338
4083,3/9/2020,20.548, ,31.5705, ,34.0847, ,19.5714, , , ,16.404,20.9175,40.3189,45.8613,27.0008
4082,3/6/2020,20.8902, ,33.1169, ,36.1051, ,20.9104, , , ,16.4023,20.8495,43.6277,50.5806,29.2493
4081,3/5/2020,20.9479, ,33.4144, ,36.4981, ,21.1739, , , ,16.4018,20.6354,44.3831,51.7294,29.6279
4080,3/4/2020,21.0861, ,34.0398, ,37.3135, ,21.7131, , , ,16.4012,20.5831,45.9311,53.4803,30.3791
4079,3/3/2020,20.9253, ,33.3268, ,36.385, ,21.1005, , , ,16.4007,20.5512,44.0703,51.8811,29.5412
4078,3/2/2020,21.0169, ,33.7431, ,36.9262, ,21.4571, , , ,16.4001,20.4879,45.3408,53.0054,29.8197
4077,2/28/2020,20.8657, ,33.0835, ,36.071, ,20.8952, , , ,16.3987,20.4606,43.3479,51.4499,29.3625
4076,2/27/2020,20.8919, ,33.231, ,36.267, ,21.0274, , , ,16.3973,20.3157,43.6997,52.0696,29.5845
4075,2/26/2020,21.0633, ,34.0053, ,37.2795, ,21.6982, , , ,16.3966,20.3228,45.7107,54.1496,30.4659
4074,2/25/2020,21.0765, ,34.0725, ,37.3702, ,21.7604, , , ,16.3959,20.3116,45.885,54.9,30.4276
4073,2/24/2020,21.1882, ,34.599, ,38.0658, ,22.2259, , , ,16.3952,20.2747,47.3163,56.8087,30.9369
4072,2/21/2020,21.3423, ,35.3333, ,39.036, ,22.8747, , , ,16.393,20.2035,48.9511,58.5854,32.2138
4071,2/20/2020,21.3705, ,35.4763, ,39.2259, ,23.0023, , , ,16.3924,20.1499,49.4691,59.2371,32.2281
4070,2/19/2020,21.3864, ,35.5576, ,39.3325, ,23.073, , , ,16.3917,20.111,49.6572,59.0997,32.4555
4069,2/18/2020,21.3675, ,35.4706, ,39.2178, ,22.9962, , , ,16.391,20.1211,49.4159,58.7588,32.3805
4068,2/14/2020,21.3812, ,35.5497, ,39.3233, ,23.0671, , , ,16.3881,20.0889,49.5578,58.761,32.6163
4067,2/13/2020,21.3773, ,35.5392, ,39.3104, ,23.0591, , , ,16.3874,20.0593,49.4592,58.7138,32.694
4066,2/12/2020,21.3825, ,35.567, ,39.3464, ,23.0826, , , ,16.3867,20.0464,49.5241,58.5068,32.8096
4065,2/11/2020,21.3583, ,35.4518, ,39.1945, ,22.9809, , , ,16.386,20.08,49.2044,58.1525,32.6786
4064,2/10/2020,21.3421, ,35.3727, ,39.0891, ,22.9096, , , ,16.3853,20.111,49.1197,57.7707,32.4874
4063,2/7/2020,21.323, ,35.2968, ,38.9903, ,22.8442, , , ,16.3831,20.0845,48.7549,57.3477,32.6257
4062,2/6/2020,21.3417, ,35.398, ,39.1255, ,22.9359, , , ,16.3824,20.0163,49.0104,57.847,32.7465
4061,2/5/2020,21.3194, ,35.3023, ,39.0012, ,22.8542, , , ,16.3817,19.9951,48.8401,57.9329,32.488
4060,2/4/2020,21.2783, ,35.1131, ,38.7537, ,22.6903, , , ,16.381,20.0269,48.2959,57.6834,32.2359
4059,2/3/2020,21.2197, ,34.834, ,38.3856, ,22.4442, , , ,16.3803,20.1019,47.5827,56.6647,31.9146
4058,1/31/2020,21.1876, ,34.6956, ,38.2036, ,22.3223, , , ,16.3777,20.095,47.2395,55.9293,31.8244
4057,1/30/2020,21.2518, ,34.9991, ,38.6038, ,22.5896, , , ,16.3768,20.0656,48.0878,56.9172,32.1164
4056,1/29/2020,21.2536, ,35.0141, ,38.6245, ,22.604, , , ,16.3759,20.0458,47.9298,56.8052,32.3755
4055,1/28/2020,21.2487, ,35.0036, ,38.612, ,22.5966, , , ,16.375,19.9974,47.9707,56.9589,32.2823
4054,1/27/2020,21.2099, ,34.8229, ,38.374, ,22.4377, , , ,16.3742,20.0252,47.4916,56.4175,32.0679
4053,1/24/2020,21.2871, ,35.1983, ,38.8702, ,22.7696, , , ,16.3715,19.9719,48.251,57.1416,32.8524
4052,1/23/2020,21.3045, ,35.2914, ,38.9945, ,22.8536, , , ,16.3706,19.9207,48.6904,57.7757,32.7169
4051,1/22/2020,21.3103, ,35.3262, ,39.0411, ,22.8852, , , ,16.3697,19.8926,48.6312,57.7224,32.96
4050,1/21/2020,21.3069, ,35.3155, ,39.0274, ,22.8762, , , ,16.3689,19.8806,48.6155,57.6549,32.953
4049,1/17/2020,21.3131, ,35.3689, ,39.1006, ,22.9267, , , ,16.3653,19.8143,48.7434,57.8913,33.0571
4048,1/16/2020,21.2984, ,35.3025, ,39.0144, ,22.8701, , , ,16.3644,19.8345,48.5555,58.0084,32.9123
4047,1/15/2020,21.2699, ,35.171, ,38.8409, ,22.7539, , , ,16.3635,19.8458,48.1517,57.3681,32.8746
4046,1/14/2020,21.2602, ,35.1343, ,38.7932, ,22.7224, , , ,16.3626,19.8174,48.0612,57.2423,32.8489
4045,1/13/2020,21.2546, ,35.1148, ,38.7673, ,22.7048, , , ,16.3618,19.7917,48.1291,57.07,32.7521
4044,1/10/2020,21.2324, ,35.0194, ,38.6422, ,22.6214, , , ,16.3591,19.8052,47.7953,56.5651,32.7786
4043,1/9/2020,21.2339, ,35.0367, ,38.6658, ,22.6377, , , ,16.3582,19.7618,47.9324,56.7226,32.7086
4042,1/8/2020,21.2069, ,34.9215, ,38.5158, ,22.5388, , , ,16.3573,19.7322,47.6035,56.544,32.5859
4041,1/7/2020,21.2013, ,34.8914, ,38.4763, ,22.5123, , , ,16.3565,19.7797,47.369,56.3446,32.7096
4040,1/6/2020,21.2053, ,34.9097, ,38.5003, ,22.5281, , , ,16.3556,19.798,47.4973,56.4306,32.6347
4039,1/3/2020,21.2031, ,34.9052, ,38.4954, ,22.5253, , , ,16.3529,19.8239,47.3303,56.3063,32.8052
4038,1/2/2020,21.2205, ,35.0003, ,38.6209, ,22.6091, , , ,16.352,19.7462,47.662,56.4329,32.912
4037,12/31/2019,21.1861, ,34.8529, ,38.4293, ,22.483, , , ,16.3504,19.7176,47.2602,56.2759,32.7166
4036,12/30/2019,21.177, ,34.8106, ,38.3738, ,22.4459, , , ,16.3495,19.7343,47.1187,56.1012,32.7045
4035,12/27/2019,21.1959, ,34.9055, ,38.4993, ,22.5296, , , ,16.347,19.7456,47.3859,56.3174,32.8107
4034,12/26/2019,21.1848, ,34.8647, ,38.4471, ,22.496, , , ,16.3462,19.7049,47.3848,56.5053,32.6105
4033,12/24/2019,21.1684, ,34.797, ,38.3596, ,22.4386, , , ,16.3445,19.6979,47.1384,56.4009,32.5897
4032,12/23/2019,21.1633, ,34.7801, ,38.3377, ,22.4242, , , ,16.3437,19.6724,47.1444,56.3118,32.5462
4031,12/20/2019,21.1603, ,34.7727, ,38.3289, ,22.4187, , , ,16.3412,19.6879,47.1039,56.2823,32.56
4030,12/19/2019,21.1418, ,34.6895, ,38.22, ,22.3464, , , ,16.3404,19.6919,46.87,56.0292,32.4859
4029,12/18/2019,21.1252, ,34.6187, ,38.1275, ,22.285, , , ,16.3396,19.6727,46.659,55.7565,32.461
4028,12/17/2019,21.1315, ,34.6457, ,38.1626, ,22.3079, , , ,16.3387,19.7,46.6746,55.6596,32.5769
4027,12/16/2019,21.1307, ,34.6458, ,38.1628, ,22.3079, , , ,16.3379,19.6923,46.6591,55.5464,32.6267
4026,12/13/2019,21.097, ,34.4897, ,37.9579, ,22.1713, , , ,16.3354,19.7477,46.3252,55.093,32.3553
4025,12/12/2019,21.08, ,34.43, ,37.8817, ,22.1221, , , ,16.3346,19.6587,46.315,55.2256,32.1208
4024,12/11/2019,21.0475, ,34.2675, ,37.6681, ,21.9796, , , ,16.3337,19.7552,45.9149,54.8604,31.8433
4023,12/10/2019,21.0344, ,34.2184, ,37.605, ,21.9387, , , ,16.3329,19.7125,45.7815,54.8405,31.7906
4022,12/9/2019,21.0389, ,34.242, ,37.6363, ,21.9597, , , ,16.3321,19.7094,45.8299,54.871,31.8433
4021,12/6/2019,21.0428, ,34.2724, ,37.6776, ,21.9877, , , ,16.3296,19.6918,45.9716,55.06,31.807
4020,12/5/2019,21.008, ,34.1104, ,37.4652, ,21.8466, , , ,16.3288,19.7215,45.5533,54.5758,31.6157
4019,12/4/2019,21.0014, ,34.0823, ,37.429, ,21.8229, , , ,16.3279,19.7304,45.4724,54.5838,31.5694
4018,12/3/2019,20.9802, ,33.9774, ,37.2913, ,21.7311, , , ,16.3271,19.7941,45.182,54.3165,31.4314
4017,12/2/2019,20.9962, ,34.0745, ,37.42, ,21.8176, , , ,16.3263,19.67,45.4828,54.4937,31.5845
4016,11/29/2019,21.0301, ,34.2263, ,37.6196, ,21.9503, , , ,16.3248,19.7324,45.8775,55.0912,31.69
4015,11/27/2019,21.0481, ,34.3185, ,37.7422, ,22.0327, , , ,16.3224,19.7318,46.0519,55.4515,31.8442
4014,11/26/2019,21.0326, ,34.2456, ,37.6463, ,21.9686, , , ,16.3217,19.756,45.8553,55.1355,31.7843
4013,11/25/2019,21.0211, ,34.2009, ,37.5882, ,21.9303, , , ,16.3209,19.7237,45.7535,54.9658,31.7492
4012,11/22/2019,20.9799, ,34.0222, ,37.3538, ,21.774, , , ,16.3185,19.7016,45.4074,54.1331,31.5277
4011,11/21/2019,20.9711, ,33.9848, ,37.3051, ,21.7418, , , ,16.3178,19.6988,45.3083,53.9956,31.4992
4010,11/20/2019,20.9831, ,34.0386, ,37.3762, ,21.7894, , , ,16.317,19.7288,45.3776,54.2556,31.5915
4009,11/19/2019,20.9986, ,34.1181, ,37.4809, ,21.8591, , , ,16.3163,19.6908,45.5398,54.3257,31.7859
4008,11/18/2019,20.9963, ,34.1129, ,37.4738, ,21.854, , , ,16.3155,19.6699,45.5642,54.1176,31.8014
4007,11/15/2019,20.9871, ,34.0838, ,37.4371, ,21.8305, , , ,16.3132,19.6451,45.5405,54.1439,31.7107
4006,11/14/2019,20.9535, ,33.9303, ,37.2366, ,21.6976, , , ,16.3124,19.6589,45.1851,53.8048,31.4685
4005,11/13/2019,20.9539, ,33.9439, ,37.2553, ,21.7107, , , ,16.3116,19.6067,45.136,53.7335,31.6263
4004,11/12/2019,20.9561, ,33.9629, ,37.2814, ,21.7288, , , ,16.3109,19.5723,45.1024,53.8032,31.749
4003,11/8/2019,20.9483, ,33.9437, ,37.2578, ,21.7139, , , ,16.3078,19.5404,45.1181,53.7769,31.6804
4002,11/7/2019,20.9429, ,33.9207, ,37.2277, ,21.6938, , , ,16.307,19.5441,44.9951,53.5576,31.7578
4001,11/6/2019,20.9372, ,33.8805, ,37.1742, ,21.6574, , , ,16.3062,19.645,44.8516,53.4088,31.7103
4000,11/5/2019,20.9317, ,33.868, ,37.1598, ,21.6494, , , ,16.3055,19.5917,44.8168,53.6388,31.6656
3999,11/4/2019,20.939, ,33.8915, ,37.1898, ,21.6684, , , ,16.3047,19.6675,44.8698,53.654,31.6741
3998,11/1/2019,20.9207, ,33.8087, ,37.0818, ,21.5968, , , ,16.3024,19.7143,44.7036,53.4606,31.507
3997,10/31/2019,20.8823, ,33.6301, ,36.8473, ,21.4403, , , ,16.3016,19.7428,44.2721,52.6999,31.3289
3996,10/30/2019,20.8844, ,33.6611, ,36.8904, ,21.4708, , , ,16.3009,19.6386,44.4036,53.0616,31.3021
3995,10/29/2019,20.8726, ,33.6164, ,36.8333, ,21.434, , , ,16.3001,19.6032,44.256,53.0585,31.277
3994,10/28/2019,20.867, ,33.5967, ,36.8078, ,21.4172, , , ,16.2994,19.5833,44.2923,53.0199,31.1748
3993,10/25/2019,20.8487, ,33.5153, ,36.7018, ,21.3468, , , ,16.297,19.6212,44.0465,52.6753,31.1385
3992,10/24/2019,20.8349, ,33.45, ,36.6159, ,21.2894, , , ,16.2963,19.6504,43.8668,52.3451,31.1015
3991,10/23/2019,20.8198, ,33.3833, ,36.5287, ,21.2313, , , ,16.2955,19.6528,43.7834,52.1167,30.9496
3990,10/22/2019,20.8106, ,33.3453, ,36.4798, ,21.1993, , , ,16.2948,19.6477,43.6574,52.032,30.9368
3989,10/21/2019,20.8178, ,33.3853, ,36.5326, ,21.2347, , , ,16.294,19.6189,43.8126,52.2201,30.9252
3988,10/18/2019,20.7889, ,33.2571, ,36.3658, ,21.1242, , , ,16.2917,19.6516,43.5124,51.8353,30.7516
3987,10/17/2019,20.8007, ,33.3155, ,36.4426, ,21.1754, , , ,16.2909,19.6383,43.6824,52.0685,30.7868
3986,10/16/2019,20.7846, ,33.2423, ,36.3462, ,21.1108, , , ,16.2902,19.6489,43.559,51.6516,30.6891
3985,10/15/2019,20.7849, ,33.2501, ,36.3573, ,21.1187, , , ,16.2894,19.6281,43.6435,51.8487,30.6024
3984,10/11/2019,20.7465, ,33.0885, ,36.1484, ,20.9816, , , ,16.2863,19.6331,43.2731,51.4863,30.372
3983,10/10/2019,20.6872, ,32.8128, ,35.7883, ,20.7424, , , ,16.2855,19.7028,42.8012,50.67,29.8238
3982,10/9/2019,20.6655, ,32.7089, ,35.6532, ,20.6533, , , ,16.2848,19.767,42.5271,50.4886,29.668
3981,10/8/2019,20.6406, ,32.5933, ,35.5028, ,20.554, , , ,16.284,19.812,42.1303,50.1218,29.6371
3980,10/7/2019,20.6961, ,32.8474, ,35.8347, ,20.7738, , , ,16.2833,19.8018,42.7953,51.0454,29.8513
3979,10/4/2019,20.6993, ,32.8634, ,35.8554, ,20.7872, , , ,16.2809,19.8393,42.9877,51.1602,29.686
3978,10/3/2019,20.6519, ,32.659, ,35.5911, ,20.6138, , , ,16.2802,19.8156,42.3852,50.6315,29.5587
3977,10/2/2019,20.6265, ,32.5579, ,35.4607, ,20.5285, , , ,16.2794,19.752,42.0393,50.244,29.5998
3976,10/1/2019,20.6964, ,32.8795, ,35.8795, ,20.8049, , , ,16.2787,19.721,42.8061,50.8314,30.099
3975,9/30/2019,20.7381, ,33.0793, ,36.1416, ,20.9794, , , ,16.278,19.6872,43.3358,51.7028,30.2407
3974,9/27/2019,20.7268, ,33.037, ,36.0877, ,20.9444, , , ,16.2758,19.6789,43.116,51.4884,30.3411
3973,9/26/2019,20.7389, ,33.0982, ,36.1688, ,20.9989, , , ,16.2751,19.6659,43.3403,51.9789,30.2732
3972,9/25/2019,20.7399, ,33.1152, ,36.193, ,21.0164, , , ,16.2744,19.6143,43.4432,52.3546,30.1812
3971,9/24/2019,20.7393, ,33.0972, ,36.1678, ,20.9983, , , ,16.2736,19.7159,43.1774,51.8838,30.4329
3970,9/23/2019,20.7604, ,33.2085, ,36.3154, ,21.0978, , , ,16.2729,19.6546,43.5405,52.6388,30.4047
3969,9/20/2019,20.7625, ,33.2338, ,36.3501, ,21.1217, , , ,16.2708,19.606,43.5444,52.645,30.5414
3968,9/19/2019,20.7736, ,33.2911, ,36.4251, ,21.1714, , , ,16.27,19.5825,43.7568,52.7894,30.5568
3967,9/18/2019,20.7651, ,33.2598, ,36.3852, ,21.1457, , , ,16.2693,19.5554,43.7534,52.8848,30.4176
3966,9/17/2019,20.7656, ,33.271, ,36.4016, ,21.1578, , , ,16.2686,19.5238,43.7382,53.1156,30.4462
3965,9/16/2019,20.7539, ,33.2247, ,36.3422, ,21.1192, , , ,16.2679,19.4998,43.6257,53.122,30.3706
3964,9/13/2019,20.7661, ,33.2976, ,36.4376, ,21.1823, , , ,16.2657,19.4364,43.7613,52.8795,30.6469
3963,9/12/2019,20.762, ,33.2636, ,36.3921, ,21.1512, , , ,16.265,19.5415,43.7814,52.9203,30.4182
3962,9/11/2019,20.7502, ,33.2042, ,36.3149, ,21.1, , , ,16.2643,19.5931,43.6489,52.9062,30.2738
3961,9/10/2019,20.7162, ,33.0466, ,36.108, ,20.962, , , ,16.2636,19.611,43.3332,52.1463,30.0825
3960,9/9/2019,20.7163, ,33.0332, ,36.0886, ,20.9474, , , ,16.2629,19.7018,43.3179,51.8695,30.062
3959,9/6/2019,20.716, ,33.0274, ,36.0804, ,20.9411, , , ,16.2607,19.7677,43.3186,51.7009,30.0494
3958,9/5/2019,20.7055, ,32.9881, ,36.0306, ,20.9092, , , ,16.26,19.7374,43.2772,51.8166,29.9116
3957,9/4/2019,20.6596, ,32.7649, ,35.739, ,20.7155, , , ,16.2593,19.8462,42.7119,51.0723,29.6495
3956,9/3/2019,20.6115, ,32.5518, ,35.4623, ,20.5333, , , ,16.2586,19.8318,42.2497,50.5547,29.3312
